,index,Similarity_Type,Number of Clusters (input),Number of clusters(output),Affinity Type,Word/Sentence,File_Name,Clusters,Mismatch Metric,Match Metric,M,False Positive,False Negative,costs
375,376,max_set_similairy,18,18,sigmoid,sentence-based,n50_de_rma,"[ 0  0  0  0  0  7  0  0  0  0 15  0  0  0  0  0  0  0 17  0  0  0  0  8 12
  9  0 10 14  6 11  4  0  0 13  5  0  1  0  2  0 16  0  3  0  0  0  0  0  0]",1110.0,66.0,1.0,70.0,1040.0,"(38.063792310497874, 23.72648353199126)"
376,377,max_set_similairy,18,15,polynomial,word-based,n50_de_rma,"[8, 3, 3, 9, 3, 13, 2, 14, 13, 14, 4, 1, 7, 3, 9, 5, 3, 14, 0, 14, 3, 3, 3, 3, 15, 3, 3, 11, 4, 6, 8, 4, 13, 3, 0, 0, 0, 8, 8, 3, 5, 6, 12, 3, 4, 8, 4, 5, 14, 13]",350.0,56.0,2.0,80.0,270.0,"(98.041785609524354, 27.683744781608333)"
377,378,max_set_similairy,18,18,polynomial,sentence-based,n50_de_rma,"[16  7  2  6  5  1  0 14  8 17  4 17  7  2  7  7 15 10 17 13  4  7  9 12 12
 12  4 12  7 12 12 12  3 12  7  1  7  4  9 12  7  1 11  1  7  9  7  7 17  0]",312.0,62.0,1.0,74.0,238.0,"(47.479754332232183, 32.179233627526571)"
378,379,max_set_similairy,18,14,poly,word-based,n50_de_rma,"[13, 6, 4, 10, 6, 2, 6, 1, 13, 1, 1, 6, 0, 6, 10, 8, 6, 1, 0, 1, 14, 0, 0, 6, 2, 6, 6, 0, 1, 7, 2, 3, 2, 14, 6, 5, 9, 0, 13, 0, 0, 7, 4, 0, 1, 11, 1, 8, 1, 2]",348.0,54.0,2.0,82.0,266.0,"(98.105250485241797, 27.613674042537752)"
379,380,max_set_similairy,18,18,poly,sentence-based,n50_de_rma,"[14  6 16  3  9  0  2 13  4 12  0 12  6  6  6  6  5  1 12 15  0  6 17 10 10
 10  0 10  6 10 10 10  7 10  6 10  6  0  8 10  6 10 11 10  6 17  6  6 12  2]",378.0,66.0,1.0,70.0,308.0,"(47.352686862997274, 30.733399609175855)"
380,381,max_set_similairy,18,13,linear,word-based,n50_de_rma,"[14, 3, 5, 4, 17, 3, 17, 7, 1, 1, 15, 8, 6, 0, 4, 5, 14, 3, 0, 7, 3, 3, 3, 1, 3, 1, 6, 15, 15, 5, 3, 4, 3, 0, 5, 4, 13, 14, 14, 4, 5, 5, 5, 1, 15, 1, 15, 10, 7, 3]",296.0,60.0,3.0,76.0,220.0,"(105.68521895567217, 28.234569247244732)"
381,382,max_set_similairy,18,18,linear,sentence-based,n50_de_rma,"[11  3  3 10  8  1 13  6  2 14  1 16  3  3  3  3  7  5 15  0  1  3  3  1  1
  1  1  1  3  1  1  1  4  1  3  1  3  1  9  1  3  1 12  1  3  3  3  3 17 13]",552.0,74.0,1.0,62.0,490.0,"(49.113951261602658, 26.975704569768247)"
382,383,max_set_similairy,18,15,cosine,word-based,n50_de_rma,"[12, 6, 0, 9, 2, 2, 2, 0, 2, 2, 15, 14, 4, 6, 9, 3, 4, 7, 0, 16, 6, 6, 6, 2, 7, 1, 4, 15, 15, 16, 2, 7, 2, 8, 3, 0, 3, 12, 12, 5, 15, 16, 0, 2, 15, 12, 15, 17, 16, 2]",274.0,58.0,3.0,78.0,196.0,"(104.10077800588942, 27.599208188005964)"
383,384,max_set_similairy,18,18,cosine,sentence-based,n50_de_rma,"[ 4  1  2  9  7  3 13  7 12 17 16 10 11 11  1  5  9  9  8 17  5 12  3  2  2
  2 15 14  1  3  2  6  4  6  1  3  1  3  0  2 15  3  7  3 15  0 11 11 17 13]",230.0,48.0,2.0,88.0,142.0,"(49.329684423433207, 34.208805391513877)"
384,385,max_set_similairy,20,17,nearest_neighbors,word-based,n50_de_rma,"[8, 19, 7, 4, 9, 16, 9, 7, 8, 9, 9, 5, 6, 5, 4, 1, 15, 9, 0, 9, 18, 10, 4, 8, 16, 15, 3, 10, 9, 12, 12, 10, 16, 18, 0, 0, 0, 8, 8, 2, 10, 12, 7, 4, 9, 8, 9, 1, 14, 16]",236.0,60.0,2.0,76.0,160.0,"(108.48567660513316, 28.577191484866262)"
385,386,max_set_similairy,20,20,nearest_neighbors,sentence-based,n50_de_rma,"[ 4  8 12  4 12  7 16  0 16  4  6  4  7 15 15  5 11  0  4  4  5  5  3  9  6
 10  9 17  2 10 10 17 12 17 14 10 19  1  3  1  2  7  0 10 13  3 18  2  4 16]",212.0,46.0,2.5,90.0,122.0,"(44.492710132489762, 35.283523337320716)"
386,387,max_set_similairy,20,16,precomputed,word-based,n50_de_rma,"[8, 13, 4, 15, 12, 15, 12, 5, 1, 10, 12, 3, 12, 1, 6, 1, 18, 2, 0, 10, 7, 7, 6, 1, 8, 3, 18, 12, 12, 4, 4, 9, 15, 13, 4, 5, 11, 8, 8, 0, 10, 4, 4, 1, 12, 3, 12, 2, 10, 15]",240.0,54.0,2.0,82.0,158.0,"(109.18837176717005, 28.693775181599918)"
387,388,max_set_similairy,20,20,precomputed,sentence-based,n50_de_rma,"[ 0  1  2  5  8  6  2  4 13  4  8  9  2  2 12 19 19  4  6  4  1 12 12  7  1
 15  3 14 10  9 15 12  0 18  5  2  5  0  0  5 12 17 10 16 12  5  2 12  4 11]",232.0,48.0,2.0,88.0,144.0,"(47.807550555621518, 34.311862435319476)"
388,389,max_set_similairy,20,11,rbf,word-based,n50_de_rma,"[0, 4, 4, 4, 4, 0, 7, 4, 0, 4, 4, 5, 9, 4, 1, 0, 9, 4, 0, 4, 4, 4, 0, 4, 0, 4, 15, 14, 4, 10, 0, 4, 0, 4, 4, 0, 15, 0, 0, 0, 6, 10, 4, 0, 4, 0, 4, 11, 6, 0]",738.0,58.0,2.0,78.0,660.0,"(97.637247075939243, 26.243271577685938)"
389,390,max_set_similairy,20,20,rbf,sentence-based,n50_de_rma,"[ 1 12  1  1  1 19  8  1  1  1 13  1  7 12 17 14  1  1  1  1 14  5 19 11  2
  0 18 11  3  0  0  9  1  9  3  4  3 15 16  0  6 19  1  4  6 16  7 10  1  8]",342.0,48.0,2.0,88.0,254.0,"(41.955234686807884, 34.342016050877511)"
390,391,max_set_similairy,20,11,sigmoid,word-based,n50_de_rma,"[11, 3, 6, 14, 2, 11, 2, 6, 11, 6, 6, 6, 4, 1, 14, 11, 4, 6, 0, 6, 3, 3, 3, 1, 1, 6, 6, 8, 6, 11, 4, 12, 11, 6, 1, 2, 9, 8, 11, 0, 8, 11, 6, 2, 6, 6, 6, 12, 6, 11]",440.0,56.0,3.0,80.0,360.0,"(74.41792571118998, 27.272281959769057)"
391,392,max_set_similairy,20,20,sigmoid,sentence-based,n50_de_rma,"[ 0  0  0  0  0 17  0  0  0 19  2  0  0  0  0  0  0  0  8  0  0  0  0 12 13
  5  0 16 18  6  9  4  0  0  3  1 15 10  0  7  0 11  0 14  0  0  0  0  0  0]",988.0,64.0,1.0,72.0,916.0,"(39.104402213645393, 25.123857084459562)"
392,393,max_set_similairy,20,16,polynomial,word-based,n50_de_rma,"[12, 3, 10, 1, 10, 12, 4, 7, 4, 7, 19, 2, 18, 1, 1, 8, 3, 7, 0, 7, 3, 3, 1, 4, 9, 4, 10, 19, 19, 5, 0, 19, 12, 3, 10, 1, 11, 12, 12, 0, 8, 5, 16, 1, 19, 12, 19, 13, 8, 12]",254.0,52.0,3.0,84.0,170.0,"(103.39134177392805, 28.484961321368488)"
393,394,max_set_similairy,20,20,polynomial,sentence-based,n50_de_rma,"[19 16  9  4  7  0  6 10 11  1  1  1 16 16  2 13 12  8  1  1 13 15  3 17 17
 17  1 17 16 17 17 17  5  0 16  0 16  1 18 17 15  0 14  0 15  3 16 16  1  6]",262.0,62.0,1.0,74.0,188.0,"(45.79833860184501, 33.6408522806246)"
394,395,max_set_similairy,20,14,poly,word-based,n50_de_rma,"[7, 0, 8, 15, 15, 6, 8, 12, 6, 16, 17, 8, 1, 8, 15, 6, 0, 0, 0, 16, 0, 0, 0, 3, 7, 3, 15, 1, 17, 2, 6, 17, 6, 0, 11, 7, 11, 1, 7, 1, 1, 2, 12, 6, 17, 3, 17, 13, 4, 6]",270.0,52.0,3.5,84.0,186.0,"(98.904820355602865, 27.99113637979984)"
395,396,max_set_similairy,20,20,poly,sentence-based,n50_de_rma,"[13 11  2  6  5 17 19 15  3  0  0  0 11 11 11 16 14 10  0  0 16  4  8  7  7
  7  0  7  0  7  7  7  9  7 11 17 11  0 18  7  4 17 12 17  4  8 11 11  0  1]",288.0,60.0,1.0,76.0,212.0,"(45.576477586180395, 33.324820491407301)"
396,397,max_set_similairy,20,14,linear,word-based,n50_de_rma,"[14, 14, 7, 3, 16, 4, 16, 2, 11, 0, 9, 10, 9, 1, 3, 2, 12, 2, 0, 2, 1, 1, 1, 0, 4, 0, 12, 9, 9, 15, 4, 9, 4, 1, 4, 3, 5, 9, 14, 3, 2, 15, 15, 3, 9, 0, 9, 2, 2, 4]",274.0,58.0,3.0,78.0,196.0,"(109.23992096237872, 28.478791460030383)"
397,398,max_set_similairy,20,20,linear,sentence-based,n50_de_rma,"[14  8  4  1 10 15  3 16  7  0 15 19  8  8  8 11 12  6 17 13 11  8  8 15 15
 15 15 15  8 15 15 15  2 15  8 15  8 15  9 15  8 15  5 15  8  8  8  8 18  3]",464.0,74.0,1.0,62.0,402.0,"(49.788147163237717, 28.510036688463778)"
398,399,max_set_similairy,20,14,cosine,word-based,n50_de_rma,"[7, 8, 1, 6, 9, 11, 1, 5, 1, 1, 13, 8, 2, 3, 4, 5, 2, 5, 0, 5, 19, 13, 6, 1, 11, 0, 2, 13, 13, 5, 5, 13, 11, 8, 5, 4, 18, 7, 7, 4, 5, 5, 5, 1, 13, 1, 13, 5, 5, 11]",318.0,62.0,3.0,74.0,244.0,"(106.72939661837357, 27.807380625943061)"
399,400,max_set_similairy,20,20,cosine,sentence-based,n50_de_rma,"[10  3 16  7  5 18 15  5 14 13  1  8  2  2  3  6  7  7  9 13  6  2 11  4 17
  4  0  3  3  4  4 12 10 12  3  4  3  4 11 19  0  3  5  1  0 11  2  2 13 15]",214.0,52.0,2.0,84.0,130.0,"(48.979153555144578, 34.412129531608727)"
400,401,max_set_similairy,22,17,nearest_neighbors,word-based,n50_de_rma,"[2, 11, 6, 8, 12, 1, 12, 0, 1, 0, 0, 13, 15, 8, 8, 1, 3, 0, 0, 0, 2, 2, 2, 0, 14, 0, 11, 15, 0, 9, 1, 15, 1, 21, 2, 2, 10, 2, 2, 7, 4, 9, 6, 1, 0, 2, 0, 18, 4, 1]",320.0,56.0,2.0,80.0,240.0,"(112.32179552677528, 28.962333533407325)"
401,402,max_set_similairy,22,22,nearest_neighbors,sentence-based,n50_de_rma,"[ 4 17 10  3 12  5  3  1 20  4  6  4  8  7  7  2 12  1  4  1  2  2 11 15  6
 15 15  9 14  9 15  9  4 15 21  5 16  0 10 21 13  5  1 15 19 11 18 13  1  3]",194.0,50.0,2.0,86.0,108.0,"(45.247063274068189, 35.248503259867384)"
402,403,max_set_similairy,22,15,precomputed,word-based,n50_de_rma,"[15, 15, 8, 16, 3, 15, 3, 3, 3, 3, 2, 20, 2, 12, 16, 0, 5, 3, 0, 3, 13, 2, 2, 0, 8, 11, 5, 2, 2, 9, 9, 2, 15, 13, 1, 1, 1, 2, 15, 2, 2, 9, 9, 2, 2, 15, 2, 7, 6, 15]",310.0,74.0,2.0,62.0,248.0,"(111.05693290147588, 28.997261782894505)"
403,404,max_set_similairy,22,22,precomputed,sentence-based,n50_de_rma,"[ 3 21  4 12 11  1 21  5  8  5 11 15  8  2 18 13 13  5  1  5 17 18  3  9  0
 12 11 14  6  3 19 20  3  7 12  8  5  3 12 10  2  3  6 11 15 15  8  1  5 16]",212.0,46.0,2.0,90.0,122.0,"(46.770198611277365, 34.90980169215274)"
404,405,max_set_similairy,22,14,rbf,word-based,n50_de_rma,"[16, 1, 4, 1, 1, 8, 20, 1, 16, 20, 1, 9, 12, 1, 3, 2, 12, 1, 0, 1, 1, 1, 1, 1, 8, 12, 5, 15, 1, 4, 4, 1, 8, 1, 1, 3, 21, 15, 16, 1, 2, 4, 4, 1, 1, 16, 1, 10, 2, 8]",512.0,58.0,2.0,78.0,434.0,"(101.59778678711649, 27.081914484020917)"
405,406,max_set_similairy,22,22,rbf,sentence-based,n50_de_rma,"[ 2  0  2  2  2 14 20  2  2  2  8  2  9  0  7  5  2  2  2  2 13  5  1 11 11
  3 21 11 15  3  3 12  2 12  6  4  6 18 17  3 10 19  2  4 10 17  9 16  2 20]",336.0,48.0,2.0,88.0,248.0,"(41.955234686807877, 34.462016050877516)"
406,407,max_set_similairy,22,7,sigmoid,word-based,n50_de_rma,"[9, 9, 9, 0, 13, 9, 2, 10, 9, 10, 10, 10, 4, 4, 0, 4, 4, 10, 0, 10, 11, 4, 0, 4, 2, 9, 2, 4, 10, 13, 9, 4, 9, 13, 2, 0, 0, 4, 9, 0, 4, 13, 10, 0, 10, 9, 10, 9, 13, 9]",474.0,56.0,8.0,80.0,394.0,"(77.212349090139199, 26.848916095580222)"
407,408,max_set_similairy,22,22,sigmoid,sentence-based,n50_de_rma,"[ 1  1  1  1  1 11  1  1  1  0 12  1 20  1  1  1  1  1 21  1  1  1  1  3 10
  5 19  9 15 14  8 13  1  1  6  7 18 16  1  2  1 17  1  4  1  1  1  1  1  1]",870.0,64.0,1.0,72.0,798.0,"(39.201571374886356, 26.99167505948564)"
408,409,max_set_similairy,22,14,polynomial,word-based,n50_de_rma,"[14, 1, 1, 19, 1, 9, 21, 0, 9, 0, 2, 1, 6, 1, 19, 4, 1, 0, 0, 0, 1, 1, 1, 9, 14, 1, 1, 6, 2, 3, 7, 2, 9, 1, 11, 8, 11, 6, 14, 1, 4, 3, 8, 1, 2, 14, 2, 4, 12, 9]",360.0,50.0,2.5,86.0,274.0,"(103.2126670511761, 27.362492443128236)"
409,410,max_set_similairy,22,22,polynomial,sentence-based,n50_de_rma,"[19  1 14  9 12  4  6  0  5 17  2 17  1 21  1 11 15 10 17 17  2 20 16  3  3
  3  2  3  1  3  3  3 13  3  1  4  1  2  8  3 20  4 18  4 20 16  1  1 17  7]",250.0,58.0,1.0,78.0,172.0,"(47.159101065070779, 33.652676350412719)"
410,411,max_set_similairy,22,17,poly,word-based,n50_de_rma,"[17, 4, 2, 4, 4, 8, 1, 7, 5, 1, 6, 4, 9, 1, 4, 5, 4, 4, 0, 16, 18, 10, 4, 5, 8, 4, 4, 10, 6, 2, 2, 19, 8, 18, 4, 4, 21, 10, 17, 4, 10, 2, 2, 4, 6, 11, 6, 13, 16, 8]",338.0,52.0,2.0,84.0,254.0,"(105.17961532967202, 28.024652504512467)"
411,412,max_set_similairy,22,22,poly,sentence-based,n50_de_rma,"[20  1  9 10  7  0  4 17  6 16  2 16  1 19  1 14 12 11 16 16 21  3 18  2  2
  2  2  2  3  2  2  2  8  0  1  0  1  2  5  2  3  0 13  0  3 18  1  1 16 15]",268.0,62.0,1.0,74.0,194.0,"(47.159101065070857, 33.132676350412659)"
412,413,max_set_similairy,22,17,linear,word-based,n50_de_rma,"[7, 18, 8, 2, 14, 9, 14, 0, 3, 0, 12, 5, 1, 2, 2, 0, 10, 0, 0, 0, 19, 14, 1, 6, 19, 3, 10, 1, 12, 16, 7, 1, 9, 19, 16, 2, 21, 1, 7, 1, 1, 16, 16, 1, 12, 6, 12, 20, 0, 9]",246.0,52.0,3.0,84.0,162.0,"(112.44360665624981, 28.728458090658791)"
413,414,max_set_similairy,22,22,linear,sentence-based,n50_de_rma,"[10  1 12  3 13  0  5  8  6 20  0 21  1 11  1 17 14 16 19 15  0  1 11  0  0
  0  0  0  1  0  0  0  9  0  1  0  1  0  2  0  1  0  7  0  1 11  1  1 18  4]",438.0,68.0,1.0,68.0,370.0,"(49.820874171938421, 29.269489238460796)"
414,415,max_set_similairy,22,14,cosine,word-based,n50_de_rma,"[16, 16, 2, 15, 21, 0, 21, 6, 21, 14, 19, 14, 8, 3, 1, 2, 3, 0, 0, 6, 20, 19, 1, 3, 0, 14, 8, 19, 19, 2, 0, 19, 0, 16, 2, 1, 7, 16, 16, 1, 2, 2, 2, 1, 19, 14, 19, 17, 2, 0]",266.0,64.0,3.0,72.0,194.0,"(111.73116332552753, 28.309761598657513)"
415,416,max_set_similairy,22,22,cosine,sentence-based,n50_de_rma,"[16  1 19 10  3  0 15  3  9  5 17  8  4  2 15 11 10 10 13  5 11  1  2 12 12
 12  1  1  6  0 21  7 16  7  1  0  1  0  2 20  1  0  3 14  1  2  4  4  5 18]",216.0,48.0,2.0,88.0,128.0,"(49.329684423433129, 34.488805391513914)"
416,417,max_set_similairy,24,19,nearest_neighbors,word-based,n50_de_rma,"[5, 2, 8, 13, 15, 18, 15, 8, 22, 21, 21, 3, 13, 3, 4, 1, 0, 14, 0, 21, 19, 13, 4, 5, 18, 0, 17, 13, 21, 12, 5, 13, 18, 16, 1, 4, 7, 5, 5, 0, 11, 12, 8, 4, 21, 5, 21, 1, 11, 18]",218.0,52.0,2.0,84.0,134.0,"(114.31983797283583, 29.288661791890647)"
417,418,max_set_similairy,24,24,nearest_neighbors,sentence-based,n50_de_rma,"[ 9 13 23  5  1  4  5  7 18  9 12  9 19  0  0  5  1  7  9  7  2 22  4  2 12
 20  2 11  8 16 20 11  9 11 10  3 17 16  9 16 21  4  7 20 14  5 15  6  7  5]",204.0,44.0,1.0,92.0,112.0,"(44.266422330968268, 35.448856365263104)"
418,419,max_set_similairy,24,17,precomputed,word-based,n50_de_rma,"[16, 19, 7, 5, 10, 19, 10, 11, 2, 1, 10, 9, 6, 1, 5, 3, 1, 13, 0, 14, 17, 10, 5, 9, 13, 0, 13, 10, 10, 7, 6, 21, 19, 13, 2, 2, 2, 16, 16, 4, 3, 7, 7, 2, 10, 9, 10, 3, 7, 19]",224.0,58.0,3.0,78.0,146.0,"(114.20200836061827, 29.345640611326957)"
419,420,max_set_similairy,24,24,precomputed,sentence-based,n50_de_rma,"[ 9 15  6 15 12  4 15  2 19  2 12  2  6 20 21  5  5  2  4  2  1  0  9 10 18
  7 12  6  3  9 17 13  1 12 23 11  2  9  9 14 20  9 12  8 16 16  6 21  2 22]",216.0,46.0,1.0,90.0,126.0,"(46.617853980962735, 34.980172996943843)"
420,421,max_set_similairy,24,14,rbf,word-based,n50_de_rma,"[5, 19, 3, 19, 19, 8, 3, 0, 5, 0, 21, 22, 2, 1, 16, 4, 2, 0, 0, 0, 19, 12, 5, 0, 8, 0, 1, 12, 21, 6, 5, 19, 8, 19, 13, 1, 13, 5, 5, 1, 12, 6, 3, 5, 21, 5, 21, 4, 0, 8]",284.0,50.0,3.0,86.0,198.0,"(106.82506470498488, 28.03491908478733)"
421,422,max_set_similairy,24,24,rbf,sentence-based,n50_de_rma,"[ 1 12  1  1  1  9 14  1  1  1  2  1  4  3 16 10  1  1  1  1 21 20 23 11 19
  8 22  1 17  8  8  0  1  0  5  6  5 13 23  8  7 18  1  6  7 23  4 15  1 14]",356.0,50.0,1.0,86.0,270.0,"(42.004474223971471, 34.127154705248969)"
422,423,max_set_similairy,24,13,sigmoid,word-based,n50_de_rma,"[3, 1, 5, 18, 17, 20, 2, 2, 3, 2, 5, 2, 0, 7, 9, 10, 17, 2, 0, 2, 2, 2, 2, 1, 20, 2, 13, 12, 5, 7, 0, 12, 20, 2, 9, 1, 9, 3, 3, 1, 0, 7, 5, 3, 5, 2, 5, 10, 2, 20]",342.0,52.0,3.0,84.0,258.0,"(80.958851315656105, 28.429229580353784)"
423,424,max_set_similairy,24,24,sigmoid,sentence-based,n50_de_rma,"[ 0  0  0  0  0  0  0  0  0 23 16  0  3  0  0  0  0  0 22  0  0  0  0 15 21
 19  1 12 11  2 13  9  0  7  4  6  5 20  0 14  0  8  0 10  0  0 17 18  0  0]",768.0,60.0,1.0,76.0,692.0,"(39.542041370842313, 28.575884116664746)"
424,425,max_set_similairy,24,18,polynomial,word-based,n50_de_rma,"[18, 2, 3, 12, 3, 22, 23, 5, 8, 15, 10, 3, 0, 3, 12, 14, 3, 3, 0, 15, 2, 0, 0, 9, 21, 3, 3, 0, 10, 4, 7, 10, 22, 2, 7, 3, 11, 0, 18, 0, 0, 4, 5, 1, 10, 9, 10, 14, 15, 22]",266.0,50.0,2.0,86.0,180.0,"(109.10352016947346, 28.77293946658747)"
425,426,max_set_similairy,24,24,polynomial,sentence-based,n50_de_rma,"[22 10  2 13 16 19  8 20  9  1 23  1 10  6 10  4 14 15  1 21 17  3  5  0  0
  0 23  0 10  0  0  0 12  0 10 19 10 23 11  0  3 19 18 19  3  5 10 10  1  7]",236.0,58.0,1.0,78.0,158.0,"(47.536176314641203, 33.845692351748511)"
426,427,max_set_similairy,24,15,poly,word-based,n50_de_rma,"[16, 11, 7, 12, 12, 3, 12, 13, 17, 13, 8, 1, 2, 11, 12, 12, 3, 3, 0, 13, 11, 4, 4, 5, 3, 5, 12, 4, 8, 6, 3, 8, 3, 11, 7, 12, 23, 4, 16, 4, 4, 6, 7, 2, 8, 5, 8, 12, 13, 3]",272.0,52.0,3.0,84.0,188.0,"(104.61750483597547, 28.542182887637448)"
427,428,max_set_similairy,24,24,poly,sentence-based,n50_de_rma,"[23  1  5 10 16  6 11 13  8 17 12 17  1  3  1  0 15 14 17 22 21 19 18  2  2
  2 12  2  1  2  2  2  9  2  1  6  1 12  7  2 19  6 20  6 12 18  1  1 17  4]",238.0,58.0,1.0,78.0,160.0,"(47.536176314641189, 33.805692351748512)"
428,429,max_set_similairy,24,16,linear,word-based,n50_de_rma,"[22, 15, 1, 6, 20, 10, 20, 7, 13, 13, 2, 4, 2, 4, 6, 7, 16, 3, 0, 7, 5, 2, 2, 10, 3, 11, 16, 2, 2, 1, 1, 2, 10, 16, 1, 6, 18, 2, 22, 2, 2, 1, 1, 0, 2, 13, 2, 0, 7, 10]",284.0,60.0,2.5,76.0,208.0,"(116.34375810730982, 29.113118824934979)"
429,430,max_set_similairy,24,24,linear,sentence-based,n50_de_rma,"[15  3 12 11 13  1  7  0 10 21  1 22  3  9  3  6 14 16 20 23 18  3  5  1  1
  1  1  1  3  1  1  1  8  1  3  1  3  1  4  1  3  1 17  1  3  5  3  3 19  2]",402.0,68.0,1.0,68.0,334.0,"(49.946714068733854, 29.945637954924909)"
430,431,max_set_similairy,24,19,cosine,word-based,n50_de_rma,"[0, 3, 1, 16, 7, 22, 7, 1, 11, 14, 15, 23, 15, 13, 5, 12, 3, 9, 0, 12, 21, 15, 0, 18, 9, 4, 20, 15, 15, 2, 0, 3, 22, 21, 2, 0, 16, 0, 0, 0, 12, 2, 1, 0, 15, 0, 15, 12, 12, 22]",266.0,52.0,2.0,84.0,182.0,"(114.45145854251309, 29.040016176138845)"
431,432,max_set_similairy,24,24,cosine,sentence-based,n50_de_rma,"[ 5 20 13  8  7 21  0  7 18  2 17  9  4 13  4 23  8  8 12  2 23 22 13  3  6
  3 22 10 11  1 14 10  5 10 16 13 22  1 13 19 22 20  7 15 22 13  4  4  2  0]",188.0,48.0,2.0,88.0,100.0,"(49.329684423433079, 35.048805391513973)"
432,433,vec_similairy,8,6,nearest_neighbors,word-based,n50_de_rma,"[0, 0, 3, 4, 3, 0, 0, 3, 0, 0, 3, 6, 0, 2, 2, 5, 5, 6, 0, 6, 0, 0, 0, 6, 0, 0, 6, 0, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 3, 0, 3, 0, 0, 0, 6, 0, 2, 0, 0, 0]",820.0,80.0,4.5,56.0,764.0,"(82.085820158108689, 23.490576471225221)"
433,434,vec_similairy,8,8,nearest_neighbors,sentence-based,n50_de_rma,"[2 5 7 6 7 5 3 2 4 2 1 2 5 3 3 6 2 7 2 2 6 6 6 4 0 5 4 1 1 0 0 1 7 4 1 0 1
 0 7 5 5 5 7 0 4 3 3 5 2 3]",338.0,60.0,6.0,76.0,262.0,"(35.196687545136676, 24.188067009862717)"
434,435,vec_similairy,8,8,precomputed,word-based,n50_de_rma,"[4, 1, 4, 5, 4, 6, 4, 4, 1, 4, 4, 0, 4, 3, 3, 2, 7, 4, 0, 4, 6, 6, 6, 4, 1, 1, 4, 4, 4, 1, 4, 4, 1, 4, 4, 5, 4, 4, 4, 1, 4, 5, 4, 4, 0, 4, 3, 1, 4, 6]",778.0,76.0,3.0,60.0,718.0,"(83.422862919409312, 23.893058386794575)"
435,436,vec_similairy,8,8,precomputed,sentence-based,n50_de_rma,"[0 2 7 6 7 4 4 7 2 4 2 6 2 1 1 3 3 4 6 5 3 3 3 6 2 2 2 2 1 2 2 2 0 6 6 6 2
 1 0 2 2 2 7 1 1 1 1 2 5 6]",422.0,84.0,4.5,52.0,370.0,"(37.068175308163937, 21.666192291067521)"
436,437,vec_similairy,8,6,rbf,word-based,n50_de_rma,"[1, 1, 7, 1, 7, 1, 1, 7, 1, 1, 7, 2, 1, 3, 3, 4, 4, 2, 0, 2, 1, 1, 1, 2, 1, 1, 7, 1, 2, 1, 1, 7, 1, 7, 7, 1, 7, 3, 7, 1, 1, 1, 7, 3, 2, 1, 3, 1, 2, 1]",760.0,76.0,6.0,60.0,700.0,"(77.08354405727367, 22.504989646165843)"
437,438,vec_similairy,8,8,rbf,sentence-based,n50_de_rma,"[7 4 5 3 5 0 3 1 3 7 0 7 4 2 2 6 7 1 7 1 6 6 6 3 0 0 3 0 0 4 0 0 5 3 0 4 0
 4 5 4 0 0 5 4 3 2 2 4 1 3]",382.0,62.0,5.0,74.0,308.0,"(36.676488886381705, 22.999461907445379)"
438,439,vec_similairy,8,5,sigmoid,word-based,n50_de_rma,"[1, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 2, 0, 1, 1, 4, 4, 0, 0, 0, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 5]",1222.0,104.0,5.0,32.0,1190.0,"(65.367114849581341, 21.601378858317229)"
439,440,vec_similairy,8,1,sigmoid,sentence-based,n50_de_rma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2364.0,136.0,50.0,0.0,2364.0,"(28.640130317489824, 0)"
440,441,vec_similairy,8,7,polynomial,word-based,n50_de_rma,"[3, 3, 6, 7, 6, 0, 6, 6, 0, 6, 6, 1, 3, 1, 1, 2, 5, 1, 0, 1, 0, 3, 0, 1, 0, 6, 6, 6, 1, 0, 1, 1, 0, 1, 6, 1, 1, 3, 6, 0, 3, 7, 6, 3, 1, 3, 3, 1, 1, 1]",552.0,76.0,9.0,60.0,492.0,"(78.229244034645518, 23.915816486767561)"
441,442,vec_similairy,8,8,polynomial,sentence-based,n50_de_rma,"[5 0 6 7 6 0 0 6 1 1 0 3 0 0 0 7 4 2 7 2 7 7 7 1 0 0 0 0 0 0 0 0 1 1 0 0 0
 0 1 0 0 0 6 0 1 0 0 0 2 0]",794.0,92.0,3.5,44.0,750.0,"(37.559950168876234, 15.537882914898796)"
442,443,vec_similairy,8,7,poly,word-based,n50_de_rma,"[6, 6, 3, 0, 3, 7, 3, 3, 3, 3, 3, 1, 6, 1, 1, 2, 4, 3, 0, 1, 7, 6, 7, 1, 7, 3, 3, 3, 1, 7, 1, 1, 3, 1, 3, 1, 1, 6, 3, 7, 6, 0, 3, 6, 1, 6, 6, 1, 1, 1]",562.0,76.0,6.0,60.0,502.0,"(78.479428872519051, 23.950367241825653)"
